,id,minute,possession_team,play_pattern,team,player,shot_end_location,position,location,duration,shot_one_on_one,shot_outcome,shot_type,match_id,under_pressure,Goal,Goal_Win
118846,c1eae761-0059-487f-a80b-99a63fa09c15,28,Barcelona,From Free Kick,Barcelona,Luis Alberto Suárez Díaz,"[115.5, 37.4, 1.9]",Center Forward,"[97.3, 39.7]",1.0005,,Saved,Open Play,266961,True,0,False
118847,611098ea-808e-4325-8217-1ba92a797286,30,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[117.3, 39.9, 0.8]",Right Wing,"[98.2, 54.3]",0.7964,,Saved,Open Play,266961,,0,False
118848,7d57c0e6-8ac7-4c0e-9abc-a74264f0bb70,31,Barcelona,From Throw In,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 41.4, 4.5]",Center Forward,"[111.0, 45.6]",0.749546,,Off T,Open Play,266961,,0,False
118849,d32dc588-0b83-4cb4-b31c-44d7ec637d07,34,Barcelona,From Throw In,Barcelona,Daniel Alves da Silva,"[120.0, 44.7, 5.6]",Right Back,"[92.2, 54.5]",0.9842,,Off T,Open Play,266961,,0,False
118850,75d33711-acaa-4010-bffb-4a7217cc81bc,38,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 43.1, 2.0]",Right Wing,"[92.3, 44.1]",1.2308,,Goal,Free Kick,266961,,1,True
118851,613c3485-3a27-4cac-9836-af872c87e6e3,43,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 44.9, 1.6]",Center Forward,"[98.9, 55.4]",0.7018,,Off T,Open Play,266961,,0,False
118852,720dd1c2-5904-470b-a2a4-99f45c05804d,45,Barcelona,Regular Play,Barcelona,Andrés Iniesta Luján,"[120.0, 45.6, 0.7]",Left Center Midfield,"[95.1, 34.4]",1.184,,Off T,Open Play,266961,,0,False
118856,0a8357ce-c331-44d3-a824-7fa5e8bfcecf,49,Barcelona,From Throw In,Barcelona,Andrés Iniesta Luján,"[120.0, 43.8, 4.1]",Left Center Midfield,"[101.2, 26.9]",0.9029,,Off T,Open Play,266961,,0,False
118857,43902158-3691-4c38-b26a-1b7c455de7bc,51,Barcelona,From Throw In,Barcelona,Ivan Rakitić,"[103.1, 41.2]",Right Center Midfield,"[98.2, 40.4]",0.2238,,Blocked,Open Play,266961,,0,False
118858,676cce54-ef5a-40be-8b9e-3ae5620ca134,59,Barcelona,From Corner,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 31.6, 3.9]",Right Wing,"[111.6, 55.8]",1.142089,,Off T,Open Play,266961,True,0,False
118859,9b54e4f5-9c67-43ca-bd5c-f0c27a580351,61,Barcelona,From Free Kick,Barcelona,Ivan Rakitić,"[120.0, 36.7, 0.6]",Right Center Midfield,"[95.4, 51.5]",0.9393,,Goal,Open Play,266961,,1,True
118860,66593728-226a-4f46-ae3b-475c41cf5667,64,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[119.5, 44.4, 1.7]",Right Wing,"[113.2, 59.7]",0.789,True,Saved,Open Play,266961,,0,False
118861,ad5b96c9-07c5-46c3-9ee0-9c0787c20416,66,Barcelona,From Counter,Barcelona,Lionel Andrés Messi Cuccittini,"[102.0, 34.0]",Right Wing,"[100.9, 33.5]",0.0715,,Blocked,Open Play,266961,,0,False
118864,1c27635a-1e1b-4d6a-a770-dfc7bf31240b,70,Barcelona,From Counter,Barcelona,Luis Alberto Suárez Díaz,"[119.0, 43.3, 0.2]",Center Forward,"[106.2, 52.0]",0.8049,,Saved,Open Play,266961,,0,False
118867,3c9b1d24-d02e-4660-925b-29fbb777e7a5,79,Barcelona,From Throw In,Barcelona,Daniel Alves da Silva,"[115.2, 40.7, 0.7]",Right Back,"[96.8, 52.9]",0.599999,,Saved,Open Play,266961,True,0,False
118873,28dff062-d0df-4bb4-888b-c6f8f8ba1a31,2,Barcelona,From Counter,Barcelona,Luis Alberto Suárez Díaz,"[104.3, 27.8, 0.0]",Center Forward,"[102.6, 26.4]",0.1103,,Saved,Open Play,266885,,0,False
118874,1db2af51-a6b7-4c5e-aff0-bcabb9489a4a,12,Barcelona,Regular Play,Barcelona,Andrés Iniesta Luján,"[119.9, 36.0, 0.7]",Left Center Midfield,"[110.6, 41.8]",0.7753,True,Post,Open Play,266885,,0,False
118876,72e21e72-349b-4004-9884-7923dde1a40e,21,Barcelona,Regular Play,Barcelona,Neymar da Silva Santos Junior,"[120.0, 43.5, 1.6]",Left Wing,"[109.0, 42.0]",0.5375,,Goal,Open Play,266885,True,1,True
118877,17b9d6cd-d1f2-4fef-b32a-d41c5df9d005,40,Barcelona,From Corner,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 43.0, 0.5]",Center Forward,"[107.5, 29.5]",0.6338,,Goal,Open Play,266885,,1,True
118879,761c8791-38ef-4a11-a954-eba6b4d9431a,52,Barcelona,From Goal Kick,Barcelona,Neymar da Silva Santos Junior,"[120.0, 37.0, 0.0]",Left Wing,"[110.5, 38.9]",0.5667,,Goal,Open Play,266885,,1,True
118880,16e74823-e86a-4670-bb64-f6ca7ec18cfd,58,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 35.1, 0.0]",Right Wing,"[104.5, 32.7]",0.644932,,Off T,Open Play,266885,,0,False
118881,fa6f0bdf-8be2-4b4d-95ff-2de791a10eb4,59,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[117.6, 38.0, 0.8]",Right Wing,"[107.7, 33.0]",0.53042,,Saved,Open Play,266885,True,0,False
118882,5268db9a-3c61-44c7-b750-248da8fc6a37,67,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 43.4, 2.7]",Right Wing,"[97.6, 29.8]",1.048973,,Post,Free Kick,266885,,0,False
118890,862d2f86-8dda-4c99-8f70-c6b4b179060c,86,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 37.4, 2.8]",Right Wing,"[106.9, 53.0]",1.038595,,Post,Open Play,266885,,0,False
118891,561dc627-60a1-45dc-9d0e-b8957a9ecdca,87,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[106.9, 34.3]",Right Wing,"[105.3, 33.3]",0.193596,,Blocked,Open Play,266885,,0,False
118892,c43a862b-a567-488b-9a45-e79e8289aadd,89,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[118.5, 36.1, 1.2]",Right Wing,"[117.8, 36.0]",0.0215,,Saved,Open Play,266885,,0,False
118893,52793c6e-25c3-4744-b789-a3a986436e7c,90,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 42.7, 0.5]",Right Wing,"[115.5, 44.7]",0.4321,,Goal,Open Play,266885,,1,True
118894,1225d7ed-fa3d-4705-aaf9-7c9dca77ad72,2,Barcelona,From Throw In,Barcelona,Ivan Rakitić,"[120.0, 33.2, 2.7]",Right Center Midfield,"[90.8, 39.4]",1.106953,,Off T,Open Play,266815,,0,False
118896,2ff938cd-d257-4a0c-85c1-81161aaba395,20,Barcelona,Other,Barcelona,Luis Alberto Suárez Díaz,"[114.9, 34.1, 0.2]",Center Forward,"[111.3, 30.6]",0.3701,,Saved,Open Play,266815,,0,False
118897,fef23610-9bab-4e5e-8700-c62921e61577,24,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 36.4, 0.2]",Right Wing,"[93.9, 43.6]",1.122416,,Goal,Open Play,266815,,1,True
118899,a5c255f7-b705-4fcf-be0c-8b66194319da,29,Barcelona,From Throw In,Barcelona,Neymar da Silva Santos Junior,"[118.8, 37.9, 0.4]",Left Wing,"[97.3, 22.7]",1.431659,,Saved,Open Play,266815,,0,False
118900,99526bae-b77d-4569-96b6-45f261719b09,30,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 42.9, 2.4]",Right Wing,"[110.9, 48.8]",0.723004,,Goal,Open Play,266815,,1,True
118901,5463f07b-ff8a-42a6-9a94-1e7786079663,32,Barcelona,From Goal Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[118.8, 38.7, 0.9]",Right Wing,"[104.3, 40.1]",0.6556,,Saved,Open Play,266815,,0,False
118902,a6f8491b-f866-4b19-a963-c87def80db39,32,Barcelona,From Goal Kick,Barcelona,Neymar da Silva Santos Junior,"[120.0, 44.3, 2.5]",Left Wing,"[110.4, 28.9]",1.189954,,Post,Open Play,266815,,0,False
118903,c98af667-cf69-4b68-9f30-77ea6b4f7c29,36,Barcelona,From Counter,Barcelona,Neymar da Silva Santos Junior,"[120.0, 50.3, 0.2]",Left Wing,"[115.2, 28.1]",1.083504,True,Off T,Open Play,266815,,0,False
118904,55bcb747-de3f-4782-90ef-27a8f5d32171,47,Barcelona,From Corner,Barcelona,Gerard Piqué Bernabéu,"[117.2, 41.2, 0.9]",Right Center Back,"[113.2, 48.2]",1.256648,,Saved,Open Play,266815,,0,False
118906,70c732ae-3f85-47d5-bc8b-5b4d23121403,55,Barcelona,From Throw In,Barcelona,Luis Alberto Suárez Díaz,"[115.2, 42.0]",Center Forward,"[111.5, 45.8]",1.1923,,Blocked,Open Play,266815,,0,False
118907,0a9f7f4b-d3a9-474e-920b-108da81361b9,55,Barcelona,From Throw In,Barcelona,Neymar da Silva Santos Junior,"[120.0, 40.1, 4.9]",Left Wing,"[110.0, 38.1]",0.965728,,Off T,Open Play,266815,,0,False
118908,56c4a0d7-8778-4dee-896f-751923cdee5d,61,Barcelona,Other,Barcelona,Luis Alberto Suárez Díaz,"[118.9, 37.1, 0.9]",Center Forward,"[107.8, 40.0]",0.5123,True,Saved,Penalty,266815,,0,False
118910,f90c8521-8e21-4e36-ad62-52eb0d09f33c,66,Barcelona,From Throw In,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 36.3, 1.9]",Center Forward,"[106.2, 52.7]",1.159138,,Goal,Open Play,266815,,1,True
118911,2fee73d2-9f78-4659-83a6-77273f37fb8f,71,Barcelona,Regular Play,Barcelona,Neymar da Silva Santos Junior,"[118.4, 37.6, 1.5]",Left Wing,"[96.3, 31.0]",0.638159,,Saved,Open Play,266815,,0,False
118912,5f52966b-3fd3-45a8-9cba-212b19c04883,71,Barcelona,Regular Play,Barcelona,Arda Turan,"[112.7, 80.0]",Left Center Midfield,"[107.8, 29.4]",3.279659,,Wayward,Open Play,266815,,0,False
118914,3cc7eab5-f043-4a1d-a6cb-2f3bfa447ac4,79,Barcelona,Regular Play,Barcelona,Neymar da Silva Santos Junior,"[120.0, 43.6, 5.5]",Left Wing,"[96.9, 27.1]",1.347816,,Off T,Open Play,266815,,0,False
118916,9e6eb4a8-14f9-4be8-8b4d-5092b1c20c10,91,Barcelona,From Corner,Barcelona,Lionel Andrés Messi Cuccittini,"[105.8, 35.6]",Right Wing,"[104.7, 35.5]",0.304042,,Blocked,Open Play,266815,True,0,False
118917,780891f6-eae5-4c01-b6f8-1ef6603ad14b,6,Barcelona,From Corner,Barcelona,Gerard Piqué Bernabéu,"[119.3, 42.3, 2.0]",Right Center Back,"[114.9, 44.2]",0.4781,,Saved,Open Play,267506,True,0,False
118919,0bab4f47-cf1d-46e8-8972-0e6003e88fbe,9,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[119.3, 40.2, 2.2]",Right Wing,"[97.2, 37.3]",0.8138,,Saved,Open Play,267506,True,0,False
118920,278210f6-c25b-419f-ba31-62881e19f105,12,Barcelona,From Corner,Barcelona,Gerard Piqué Bernabéu,"[118.6, 40.2, 0.3]",Right Center Back,"[111.6, 35.6]",0.610559,,Saved,Open Play,267506,,0,False
118921,8116710e-9ba6-403c-b736-810bbb4147aa,14,Barcelona,Regular Play,Barcelona,Andrés Iniesta Luján,"[120.0, 32.3, 0.0]",Left Center Midfield,"[92.1, 39.1]",1.16784,,Off T,Open Play,267506,True,0,False
118923,d312d139-8415-4314-8b83-10d069f72453,21,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 43.0, 0.0]",Center Forward,"[115.3, 44.0]",0.3302,,Goal,Open Play,267506,,1,True
118924,f24445e5-e167-4564-b0cc-042a7725efa8,24,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[119.1, 43.1, 2.0]",Right Wing,"[101.0, 60.3]",1.3366,,Saved,Free Kick,267506,,0,False
118925,05da986c-4df4-4ffb-ba05-ed4fd0df6e1e,37,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 42.2, 1.3]",Center Forward,"[116.0, 45.2]",0.345898,,Goal,Open Play,267506,,1,True
118926,20494b90-99a4-42d5-9545-6f6423b525ab,39,Barcelona,From Counter,Barcelona,Neymar da Silva Santos Junior,"[120.0, 46.6, 2.3]",Left Wing,"[101.0, 27.2]",0.852745,,Off T,Open Play,267506,True,0,False
118927,aa87adb6-e8eb-4240-a553-60928565642d,54,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[118.9, 41.0, 1.8]",Right Wing,"[89.1, 27.1]",1.0219,,Saved,Free Kick,267506,,0,False
118929,d4fb3dcc-46bc-41c8-8b9c-5f35c2ca225e,60,Barcelona,From Free Kick,Barcelona,Neymar da Silva Santos Junior,"[118.3, 38.7, 0.0]",Left Wing,"[112.9, 31.3]",0.5256,,Saved,Open Play,267506,,0,False
118933,b7f85a80-3ac5-4688-baeb-931f54243782,85,Barcelona,From Throw In,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 40.7, 0.0]",Center Forward,"[111.3, 46.6]",0.582543,,Goal,Open Play,267506,,1,True
118934,b8d94c55-99bb-419b-a392-4df050424a37,87,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[116.2, 34.8, 1.3]",Right Wing,"[115.6, 33.8]",0.091,,Saved,Open Play,267506,True,0,False
118936,e3d15602-f895-46de-b810-4aeaca41068a,2,Barcelona,Regular Play,Barcelona,Neymar da Silva Santos Junior,"[112.9, 36.0, 1.2]",Left Wing,"[107.6, 30.6]",0.2845,,Saved,Open Play,266664,,0,False
118938,6660b61a-3d91-4208-9e34-c4c81f07d4f4,6,Barcelona,From Corner,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 37.9, 5.7]",Right Wing,"[107.0, 49.1]",0.5054,,Off T,Open Play,266664,,0,False
118940,3321ae61-3a7b-434f-a7b3-7aa7b18b1694,21,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[107.6, 33.9]",Right Wing,"[95.3, 30.7]",0.5611,,Blocked,Free Kick,266664,,0,False
118941,1501571a-68f3-4971-a0e4-836a6cc9b319,29,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[98.2, 46.0]",Right Wing,"[96.6, 46.6]",0.3601,,Blocked,Open Play,266664,,0,False
118942,fb08ccf8-a586-4643-b3ca-3eb700c4ace2,33,Barcelona,Regular Play,Barcelona,Arda Turan,"[118.1, 38.7, 0.9]",Left Center Midfield,"[106.8, 37.6]",0.3434,,Saved,Open Play,266664,,0,False
118944,fe7f59c6-1f87-42ad-b7ba-4264d4134a74,37,Barcelona,From Throw In,Barcelona,Munir El Haddadi Mohamed,"[120.0, 16.6, 0.2]",Center Forward,"[104.7, 40.1]",1.6391,,Off T,Open Play,266664,True,0,False
118946,e8b52e01-abc7-4975-a3f5-8761c42ad522,54,Barcelona,From Free Kick,Barcelona,Andrés Iniesta Luján,"[116.7, 36.2, 1.8]",Right Center Midfield,"[97.3, 26.2]",0.8295,,Saved,Open Play,266664,,0,False
118947,d051d26a-95d7-4299-8317-842a3eb29e7e,61,Barcelona,From Free Kick,Barcelona,Neymar da Silva Santos Junior,"[120.0, 35.1, 2.7]",Left Wing,"[94.9, 24.4]",1.378169,,Off T,Free Kick,266664,,0,False
118948,cb6febe9-9307-4475-ad51-e37229f38b73,72,Barcelona,From Corner,Barcelona,Lionel Andrés Messi Cuccittini,"[116.6, 40.4, 0.5]",Right Wing,"[108.4, 39.0]",0.5603,,Saved,Open Play,266664,True,0,False
118949,d56bf1ec-2d67-4e0d-85f5-fc99bea5cb37,77,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[100.9, 41.1]",Right Wing,"[96.2, 42.4]",0.1134,,Blocked,Open Play,266664,,0,False
118951,e607bd00-d140-4ddb-b704-b3663d9654dc,85,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[118.1, 42.6, 0.8]",Right Wing,"[105.6, 41.7]",0.6956,,Saved,Open Play,266664,,0,False
118952,1a86d403-2c6e-4b05-865f-4a4a8b4d5cdf,90,Barcelona,From Throw In,Barcelona,Andrés Iniesta Luján,"[115.0, 39.2, 0.7]",Left Center Midfield,"[102.9, 32.5]",0.5931,,Saved,Open Play,266664,True,0,False
118953,3efd052f-ebe8-448f-928c-241fab5d16a7,90,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[102.0, 33.6]",Right Wing,"[100.3, 33.1]",0.0317,,Blocked,Open Play,266664,,0,False
118956,ba583927-f42b-4b00-a224-38d70a40fd7b,9,Barcelona,Regular Play,Barcelona,Ivan Rakitić,"[120.0, 46.3, 0.5]",Right Center Midfield,"[101.2, 35.5]",1.1555,,Off T,Open Play,266106,True,0,False
118957,85c93e37-cedd-4fe7-bbbc-9272f030c8ee,12,Barcelona,From Counter,Barcelona,Lionel Andrés Messi Cuccittini,"[99.6, 35.4]",Right Wing,"[96.8, 34.9]",0.123,,Blocked,Open Play,266106,,0,False
118958,fc3c3860-2cbb-4e72-b608-5150e734cfe5,14,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 43.2, 3.9]",Right Wing,"[96.7, 58.8]",1.168575,,Off T,Open Play,266106,,0,False
118959,9620f6a5-f9bb-4324-96de-a15f5b0ee1b2,19,Barcelona,From Free Kick,Barcelona,Ivan Rakitić,"[120.0, 37.4, 0.0]",Right Center Midfield,"[107.4, 34.1]",0.5401,,Goal,Open Play,266106,,1,True
118960,cee497f6-4fc9-4313-bae2-449685d2d2d4,34,Barcelona,From Throw In,Barcelona,Luis Alberto Suárez Díaz,"[101.1, 33.3]",Center Forward,"[99.1, 32.3]",0.156801,,Blocked,Open Play,266106,,0,False
118963,24d5dd73-5b13-488a-b274-ec1e0593c2ac,40,Barcelona,Other,Barcelona,Neymar da Silva Santos Junior,"[120.0, 37.5, 1.0]",Left Wing,"[108.1, 40.1]",0.7142,,Goal,Penalty,266106,,1,True
118964,1113da79-7533-446f-8789-6f31deaab424,43,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[115.4, 39.4, 0.0]",Right Wing,"[101.0, 35.3]",1.2661,,Saved,Open Play,266106,,0,False
118966,ea7b345e-defb-4ff4-9e96-b85be1a0cb87,50,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[104.7, 32.1]",Right Wing,"[100.2, 30.2]",0.1341,,Blocked,Open Play,266106,,0,False
118974,0cf76fef-6ef9-47f2-a3b8-c3488ed91bcd,59,Barcelona,From Goal Kick,Barcelona,Neymar da Silva Santos Junior,"[117.3, 41.2, 0.9]",Left Wing,"[107.6, 35.3]",0.3498,,Saved,Open Play,266106,,0,False
118975,93fb4801-78d6-419a-9426-3500b6b2caed,68,Barcelona,From Throw In,Barcelona,Sergi Roberto Carnicer,"[120.0, 31.8, 0.0]",Left Center Midfield,"[98.4, 24.2]",1.064086,,Off T,Open Play,266106,,0,False
118976,5247b2c0-110c-4b2d-95cb-7d81a592e05e,70,Barcelona,From Free Kick,Barcelona,Ivan Rakitić,"[118.0, 40.4, 0.5]",Right Center Midfield,"[107.1, 33.1]",0.9307,,Saved,Open Play,266106,,0,False
118978,c722a40e-89b0-475f-8df2-fe11c761e395,81,Barcelona,From Free Kick,Barcelona,Ivan Rakitić,"[120.0, 50.1, 6.7]",Right Center Midfield,"[108.7, 46.8]",0.8631,,Off T,Open Play,266106,,0,False
118979,9b0caf19-f67f-4040-9aa3-55c0ff516863,84,Barcelona,From Free Kick,Barcelona,Daniel Alves da Silva,"[118.2, 41.8, 0.9]",Right Back,"[91.9, 39.7]",1.0807,,Saved,Open Play,266106,,0,False
118980,bd214bb6-6cb0-4ea6-84ee-56ca229e0a97,89,Barcelona,From Free Kick,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 50.1, 0.1]",Center Forward,"[108.0, 49.7]",0.6554,,Off T,Open Play,266106,,0,False
118981,fb9338cb-e2d3-47f9-a9ab-ec5370ab9bf8,92,Barcelona,From Free Kick,Barcelona,Jérémy Mathieu,"[120.0, 28.7, 0.7]",Left Center Back,"[114.2, 38.5]",0.900893,,Off T,Open Play,266106,True,0,False
118984,41867fbd-6feb-43e1-b901-82ae2c453891,8,Barcelona,From Corner,Barcelona,Jordi Alba Ramos,"[120.0, 33.9, 0.9]",Left Back,"[111.9, 34.8]",0.38571,,Off T,Open Play,266670,,0,False
118986,d6af8a26-60d8-40b9-b3de-f5eb241a427d,35,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 43.8, 3.0]",Right Wing,"[89.3, 40.3]",1.1133,,Post,Free Kick,266670,,0,False
118987,61b0210a-275e-4356-8a47-f382d367afff,43,Barcelona,From Corner,Barcelona,Andrés Iniesta Luján,"[120.0, 44.9, 2.0]",Left Center Midfield,"[95.6, 56.4]",0.9929,,Off T,Open Play,266670,True,0,False
118988,9de42f94-7823-46a1-bcef-cb7587075b22,47,Barcelona,From Throw In,Barcelona,Neymar da Silva Santos Junior,"[113.6, 39.8]",Left Wing,"[111.5, 39.8]",0.0355,,Blocked,Open Play,266670,,0,False
118989,218fb03b-61ec-4129-8496-6f2a401ae693,50,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[110.9, 33.8]",Right Wing,"[107.5, 31.8]",0.1502,,Blocked,Open Play,266670,,0,False
118991,8136b601-8b8a-44eb-875a-285a5e99bb5a,54,Barcelona,From Throw In,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 44.1, 0.4]",Center Forward,"[118.4, 46.5]",0.322299,,Post,Open Play,266670,,0,False
118992,33154442-e264-44b7-8aa2-02f35b8e2754,63,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[119.1, 40.5, 0.6]",Right Wing,"[100.3, 47.6]",0.70909,,Saved,Open Play,266670,True,0,False
118995,395a1b8d-afd0-4cb1-bf9e-2f763e33391e,73,Barcelona,From Corner,Barcelona,Sergio Busquets i Burgos,"[114.3, 37.8]",Center Defensive Midfield,"[113.5, 32.0]",0.712,,Blocked,Open Play,266670,True,0,False
118996,ed2f3bd7-8f08-436a-bb97-07c8abfa6d39,75,Barcelona,From Free Kick,Barcelona,Neymar da Silva Santos Junior,"[119.4, 40.5, 0.8]",Left Wing,"[105.0, 34.9]",1.1218,,Saved,Open Play,266670,,0,False
118997,92e3ec68-ab2d-4da5-a3df-084e209c04c1,88,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 45.5, 1.9]",Right Wing,"[87.3, 42.2]",1.343375,,Off T,Free Kick,266670,,0,False
118999,00688aab-02d6-478e-9b31-989024e4a1be,6,Barcelona,Other,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 43.7, 0.1]",Right Wing,"[108.0, 40.0]",0.562008,True,Goal,Penalty,266149,,1,True
119000,5afa2a9a-694e-45f2-9720-cd754c9430d0,14,Barcelona,From Throw In,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 43.2, 5.1]",Center Forward,"[98.7, 34.1]",1.369374,,Off T,Open Play,266149,True,0,False
119002,d9f6eb18-a3a4-4c55-9bd3-e7b44b77790b,17,Barcelona,From Throw In,Barcelona,Neymar da Silva Santos Junior,"[109.3, 39.9]",Left Wing,"[108.1, 40.1]",0.208,,Blocked,Open Play,266149,,0,False
119003,74b38eaf-40bb-4019-9450-399e47abe996,21,Barcelona,Regular Play,Barcelona,Neymar da Silva Santos Junior,"[115.7, 33.7, 0.4]",Left Wing,"[114.0, 30.5]",0.3562,,Saved,Open Play,266149,True,0,False
119004,b1cb5f47-d616-42f6-b52a-32abdb29e0cc,21,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[112.0, 30.9]",Center Forward,"[110.8, 30.0]",0.1429,,Blocked,Open Play,266149,,0,False
119005,35e165b8-eefd-4bae-b4b0-7d1e9ff5c7ab,22,Barcelona,From Corner,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 18.8, 2.0]",Center Forward,"[100.7, 54.7]",2.462695,,Off T,Open Play,266149,,0,False
119006,7f23ceb1-de9b-426b-a207-4b392d9194c7,22,Barcelona,Regular Play,Barcelona,Ivan Rakitić,"[120.0, 45.6, 6.0]",Right Center Midfield,"[104.9, 49.0]",1.047345,,Off T,Open Play,266149,,0,False
119007,9232ba2f-4a38-4cca-86b3-e3a77f000795,26,Barcelona,Regular Play,Barcelona,Neymar da Silva Santos Junior,"[120.0, 38.3, 6.9]",Left Wing,"[116.2, 30.3]",1.0593,,Off T,Open Play,266149,,0,False
119008,cb584ac5-f059-4d66-8457-75bd46e80b4a,28,Athletic Club,Regular Play,Barcelona,Aleix Vidal Parreu,"[120.0, 38.7, 3.9]",Right Back,"[103.0, 54.9]",1.335361,,Off T,Open Play,266149,True,0,False
119009,06f5685e-b213-41e7-9920-76134c6cfdc9,30,Barcelona,From Counter,Barcelona,Neymar da Silva Santos Junior,"[120.0, 40.9, 0.2]",Left Wing,"[106.8, 29.8]",1.774321,,Goal,Open Play,266149,True,1,True
119010,4df5c2c7-0a74-47e4-a4f8-1976324dcd25,34,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 39.1, 4.8]",Right Wing,"[108.3, 41.5]",0.956009,,Off T,Open Play,266149,,0,False
119011,5c1aab57-c75b-4747-a9f3-10e5d88e4b8a,37,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 35.1, 5.1]",Center Forward,"[105.1, 52.0]",1.230013,,Off T,Open Play,266149,,0,False
119012,c80442af-846e-4a04-8155-6774ce9ebf10,40,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 34.3, 1.5]",Right Wing,"[91.6, 39.2]",1.311647,,Off T,Free Kick,266149,,0,False
119015,564ffca3-7e02-408a-9807-61201923c49f,46,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 43.3, 0.2]",Center Forward,"[108.3, 39.4]",0.5804,,Goal,Open Play,266149,,1,True
119016,fa337d9c-cdb0-4cf9-a7c3-a0d976f7ebc3,55,Barcelona,Regular Play,Barcelona,Ivan Rakitić,"[120.0, 56.5, 4.5]",Right Center Midfield,"[86.1, 46.2]",1.632425,,Off T,Open Play,266149,,0,False
119018,1b46b0aa-01f0-4c3e-8f0f-da95eab8726f,61,Barcelona,From Goal Kick,Barcelona,Ivan Rakitić,"[120.0, 36.9, 0.2]",Right Center Midfield,"[114.0, 33.4]",0.7856,,Goal,Open Play,266149,,1,True
119019,e6d1f440-2ed7-49b5-b16d-563719abab70,68,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 38.3, 0.7]",Center Forward,"[114.8, 33.5]",0.84309,,Goal,Open Play,266149,True,1,True
119020,1514c39e-2164-47f7-9f2c-67591fb24cd4,70,Barcelona,Regular Play,Barcelona,Neymar da Silva Santos Junior,"[118.0, 39.3, 1.4]",Left Wing,"[104.4, 20.4]",0.77102,,Saved,Open Play,266149,,0,False
